strain,clade_membership,mutational_fitness
BHR/921530163_S15_L001/2021,21J (Delta),1.14
IND/545MN908947.3/2021,21J (Delta),1.02
IND/568MN908947.3/2021,21J (Delta),1.13
IND/574MN908947.3/2021,21J (Delta),1.13
IND/575MN908947.3/2021,21J (Delta),1.13
England/ALDP-1F7C54A/2021,21J (Delta),1.27
England/ALDP-1F888CA/2021,21J (Delta),1.29
THA/AFRIMS-COV7272/2021,21A (Delta),1.09
USA/VA-CDC-QDX29125110/2021,21J (Delta),1.41
USA/NMDOH-2021183407/2021,21J (Delta),1.23
Scotland/QEUH-1F890B2/2021,21J (Delta),1.25
USA/MD-CDC-ASC210380060/2021,20A,0.99
OU966213,21J (Delta),1.19
THA/AFRIMS-COV7297/2021,21J (Delta),1.23
DJI/NAMRU3_E190/2021,21J (Delta),1.23
DJI/NAMRU3_E183/2021,21J (Delta),1.23
DJI/NAMRU3_E171/2021,21J (Delta),1.23
USA/MO-CDC-2-5063789/2021,21J (Delta),1.19
USA/WY-CDC-ASC210379604/2021,21J (Delta),1.2
USA/ID-CDC-LC0305370/2021,21J (Delta),1.23
USA/MS-CDC-ASC210318269/2021,21J (Delta),1.12
USA/VI-CDC-ASC210318919/2021,21J (Delta),1.24
USA/OKPHLCOV0004515/2021,21J (Delta),1.2
USA/WY-CDC-ASC210318452/2021,21J (Delta),1.17
USA/NY-CDC-QDX29361033/2021,21J (Delta),1.21
Switzerland/VS-ICH-2210962411/2021,21J (Delta),1.13
SYC/SS3649/2021,21J (Delta),1.19
England/NEWC-1FC2F0B/2021,21J (Delta),1.2
OU966191,21J (Delta),1.25
OU966205,21J (Delta),1.26
DJI/NAMRU3_E220/2021,21J (Delta),1.23
England/MILK-1FBAD39/2021,21J (Delta),1.22
OU957627,21I (Delta),1.14
OU957784,21I (Delta),1.12
OU966984,21J (Delta),1.19
THA/AFRIMS-COV7372/2021,21J (Delta),1.19
DJI/NAMRU3_E387/2021,21J (Delta),1.23
USA/ID-CDC-LC0323355/2021,21J (Delta),1.2
USA/UT-CDC-LC0312379/2021,21J (Delta),1.21
USA/HI-CDC-ASC210379263/2021,21J (Delta),1.15
USA/DC-CDC-LC0306170/2021,21J (Delta),1.18
USA/FL-CDC-ASC210095982/2021,21J (Delta),1.13
USA/VT-CDCBI-CRSP_OKS3JZDGJL4LL46L/2021,21J (Delta),1.19
OU957631,21J (Delta),1.18
Switzerland/GE-DIA-161343385901/2021,21J (Delta),1.16
DJI/NAMRU3_E299/2021,21J (Delta),1.23
SYC/SS3650/2021,21J (Delta),1.21
BHR/21342636219/2021,21I (Delta),1.12
OU958120,21J (Delta),1.15
OV019332,21J (Delta),1.2
DJI/NAMRU3_E411/2021,21J (Delta),1.23
BHR/21921622128/2021,21J (Delta),1.18
OV263850,21J (Delta),1.23
USA/OH-CDC-LC0317860/2021,21J (Delta),1.22
USA/TN-CDC-QDX29409386/2021,21J (Delta),1.18
USA/LA-CDC-QDX29409711/2021,21J (Delta),1.2
Switzerland/AG-ETHZ-34272809/2021,21J (Delta),1.11
BHR/21342636491/2021,21J (Delta),1.27
USA/SD-UMGC-20385/2021,21J (Delta),1.19
USA/WA-CDC-LC0328720/2021,21J (Delta),1.19
KEN/SS3074/2021,21J (Delta),1.2
Scotland/QEUH-1FF3244/2021,21J (Delta),1.26
England/ALDP-1FD9684/2021,21J (Delta),1.25
OU894165,21J (Delta),1.26
England/ALDP-1FE0909/2021,21J (Delta),1.25
BHR/21921620715/2021,21I (Delta),1.12
BHR/21921623236/2021,21I (Delta),1.09
BHR/21921620738/2021,21I (Delta),1.12
BHR/21921625364/2021,21I (Delta),1.13
BHR/21921626353/2021,21J (Delta),1.13
DJI/NAMRU3_E264/2021,21J (Delta),1.24
DJI/NAMRU3_E279/2021,21J (Delta),1.23
DJI/NAMRU3_E288/2021,21J (Delta),1.23
DJI/NAMRU3_E285/2021,21J (Delta),1.23
DJI/NAMRU3_E280/2021,21J (Delta),1.23
DJI/NAMRU3_E278/2021,21J (Delta),1.23
DJI/NAMRU3_E277/2021,21J (Delta),1.23
DJI/NAMRU3_E263/2021,21J (Delta),1.23
BHR/21342638857/2021,21J (Delta),1.16
PAK/238502/2021,21J (Delta),1.23
USA/GU-CDC-2-5097721/2021,21J (Delta),1.24
USA/NC-CDC-ASC210199648/2021,21J (Delta),1.16
BHR/21921623473/2021,21J (Delta),1.2
KEN/C109666/2021,21J (Delta),1.2
BHR/21342637800/2021,21J (Delta),1.19
USA/CA-CDC-FG-140916/2021,21J (Delta),1.21
USA/NE-CDC-ASC210321961/2021,21J (Delta),1.17
SYC/SS3655/2021,21J (Delta),1.23
USA/PR-CDC-FG-141968/2021,21J (Delta),1.28
Switzerland/ZH-ETHZ-671627/2021,21J (Delta),1.16
USA/ME-CDC-LC0310692/2021,21J (Delta),1.21
USA/TX-CDC-ASC210323770/2021,21J (Delta),1.17
USA/OH-CDC-ASC210323092/2021,21J (Delta),1.16
Switzerland/ZH-UZH-IMV-3ba52a41/2021,21J (Delta),1.26
BHR/21921636465_S90_L001/2021,21I (Delta),1.23
BHR/21921637867_S71_L001/2021,21I (Delta),1.23
BHR/21342634969_S32_L001/2021,21I (Delta),1.13
BHR/21921629803/2021,21I (Delta),1.09
BHR/21921629955/2021,21I (Delta),1.13
BHR/21921635713_S85_L001/2021,21I (Delta),1.12
OU958208,21J (Delta),1.15
BHR/21510223065_S6_L001/2021,21J (Delta),1.24
THA/AFRIMS-COV7471/2021,21J (Delta),1.16
BHR/21921630815/2021,21J (Delta),1.19
DJI/NAMRU3_E445/2021,21J (Delta),1.23
DJI/NAMRU3_E513/2021,21J (Delta),1.23
BHR/21921638246_S73_L001/2021,21J (Delta),1.16
PAK/238941/2021,21J (Delta),1.22
USA/TN-CDC-ASC210323551/2021,21J (Delta),1.19
USA/NV-CDC-QDX29319990/2021,21J (Delta),1.2
USA/ME-CDC-QDX29361254/2021,21J (Delta),1.2
USA/SRL_330778669/2021,21J (Delta),1.21
SYC/SS3884/2021,21J (Delta),1.16
SYC/SS3883/2021,21J (Delta),1.2
USA/GU-CDC-2-5203730/2021,21J (Delta),1.21
USA/GU-CDC-STM-000738077/2021,21J (Delta),1.27
Switzerland/BE-ETHZ-34316027/2021,21J (Delta),1.15
KEN/SS4080/2021,21A (Delta),1.07
KEN/SS4079/2021,21A (Delta),1.13
THA/AFRIMS-COV7501/2021,21J (Delta),1.28
USA/GA-CDC-ASC210325504/2021,21J (Delta),1.18
USA/AL-CDC-ASC210325076/2021,21J (Delta),1.17
USA/TX-CDC-ASC210310140/2021,21J (Delta),1.17
USA/MT-CDC-ASC210313420/2021,21J (Delta),1.2
SYC/SS3890/2021,21J (Delta),1.24
USA/CO-CDC-MMB10840220/2021,21J (Delta),1.2
Liechtenstein/FL-Risch-21A0405459/2021,21J (Delta),1.22
USA/MI-MDHHS-SC36093/2021,21I (Delta),1.18
Cat/ESP/B.1.617.2/2021,21I (Delta),1.16
DJI/NAMRU3_E294_2/2021,21J (Delta),1.23
DJI/NAMRU3_E496/2021,21J (Delta),1.23
DJI/NAMRU3_E295/2021,21J (Delta),1.23
USA/OKPHLCOV0005172/2021,21J (Delta),1.21
USA/IN-CDC-QDX29456266/2021,21J (Delta),1.25
USA/VI-CDC-STM-000739061/2021,21J (Delta),1.2
USA/DE-CDC-LC0310373/2021,21J (Delta),1.22
KEN/SS3345/2021,21J (Delta),1.2
England/ALDP-203C4BE/2021,21J (Delta),1.25
KEN/SS4083/2021,21A (Delta),1.11
AUT/SKV-268/2021,21J (Delta),1.23
AUT/SKV-269/2021,21J (Delta),1.22
Switzerland/GE-HUG-35598014/2021,21J (Delta),1.16
PAK/240635/2021,21J (Delta),1.23
USA/OR-CDC-ASC210089782/2021,21J (Delta),1.19
OV218079,21J (Delta),1.22
USA/FL-BPHL-11051/2021,21J (Delta),1.16
KEN/SS4090/2021,21J (Delta),1.25
USA/MO-CDC-ASC210308041/2021,21J (Delta),1.15
USA/MO-CDC-LC0332975/2021,21J (Delta),1.19
SYC/SS3897/2021,21J (Delta),1.22
OU957665,21J (Delta),1.25
KEN/SS4086/2021,"20I (Alpha, V1)",0.76
KEN/SS4084/2021,21A (Delta),1.11
KEN/SS4085/2021,21A (Delta),1.11
KEN/SS4008/2021,21A (Delta),1.09
KEN/SS4089/2021,21A (Delta),1.03
USA/NM-CDC-LC0345072/2021,21I (Delta),1.16
PAK/241456/2021,21J (Delta),1.33
COM/SS3802/2021,21J (Delta),1.29
COM/SS3790/2021,21J (Delta),1.29
USA/TN-CDC-ASC210311249/2021,21J (Delta),1.23
USA/AR-UMGC-22530/2021,21J (Delta),1.21
SYC/SS3900/2021,21J (Delta),1.2
SYC/SS3899/2021,21J (Delta),1.2
USA/DC-CDC-LC0319001/2021,21J (Delta),1.19
Serbia/UHB-43087878/2021,21J (Delta),1.15
USA/MD-CDC-ASC210308329/2021,21J (Delta),1.2
USA/NY-CDC-LC0321091/2021,21J (Delta),1.2
Liechtenstein/FL-Risch-21A0804510/2021,21I (Delta),1.13
DJI/NAMRU3_E271/2021,21J (Delta),1.23
DJI/NAMRU3_E296/2021,21J (Delta),1.23
DJI/NAMRU3_E301/2021,21J (Delta),1.23
USA/KS-CDC-ASC210336646/2021,21J (Delta),1.16
USA/IN-CDC-STM-000741036/2021,21J (Delta),1.19
SYC/SS3908/2021,21J (Delta),1.2
SYC/SS3907/2021,21J (Delta),1.2
USA/NV-CDC-LC0340038/2021,21J (Delta),1.18
USA/SD-CDC-ASC210313582/2021,21J (Delta),1.16
USA/DE-CDC-LC0320041/2021,21J (Delta),1.19
KEN/SS4097/2021,21J (Delta),1.14
Scotland/QEUH-209A69A/2021,21J (Delta),1.32
KEN/SS4004/2021,"20I (Alpha, V1)",0.79
OV038661,21J (Delta),1.16
USA/OK-CDC-ASC210340219/2021,21J (Delta),1.15
USA/NH-CDC-QDX29601027/2021,21J (Delta),1.2
USA/DC-CDC-LC0321222/2021,21J (Delta),1.19
OV035366,21J (Delta),1.2
Liechtenstein/FL-Risch-21A0804521/2021,21J (Delta),1.29
USA/OH-CDC-ASC210337650/2021,21J (Delta),1.2
Switzerland/TI-EOC-26284352/2021,21J (Delta),1.16
SYC/SS3910/2021,21J (Delta),1.2
SYC/SS3911/2021,21J (Delta),1.2
USA/OR-CDC-LC0346276/2021,21J (Delta),1.18
USA/NJ-CDC-LC0321342/2021,21J (Delta),1.19
Switzerland/SG-ETHZ-34369151/2021,21J (Delta),1.24
SYC/SS3916/2021,21J (Delta),1.19
SYC/SS3917/2021,21J (Delta),1.2
SYC/SS3914/2021,21J (Delta),1.17
Switzerland/SZ-ETHZ-671799/2021,21J (Delta),1.24
England/ALDP-208F391/2021,21J (Delta),1.22
KEN/SS4105/2021,21A (Delta),1.13
KEN/SS4104/2021,21A (Delta),1.11
KEN/SS4103/2021,21A (Delta),1.11
BHR/400215539_S31_L001/2021,21I (Delta),1.23
BHR/21342660446_S74_L001/2021,21I (Delta),1.16
BHR/400211571_S48_L001/2021,21A (Delta),1.13
OV038049,21J (Delta),1.16
OV038052,21J (Delta),1.13
BHR/400201474_S11_L001/2021,21J (Delta),1.18
BHR/400216326_S30_L001/2021,21J (Delta),1.16
DJI/NAMRU3_E303/2021,21J (Delta),1.23
DJI/NAMRU3_E304/2021,21J (Delta),1.23
DJI/NAMRU3_E302/2021,21J (Delta),1.23
BHR/21342657631_S49_L001/2021,21J (Delta),1.15
BHR/400198257_S9_L001/2021,21J (Delta),1.2
USA/IA-CDC-ASC210342087/2021,21J (Delta),1.21
SYC/SS3919/2021,21J (Delta),1.13
BHR/21921672423_S76_L001/2021,21J (Delta),1.2
USA/MT-CDC-LC0329234/2021,21J (Delta),1.19
BHR/400207167_S40_L001/2021,21J (Delta),1.2
BHR/T095319700_S41_L001/2021,21J (Delta),1.19
England/NEWC-20B92BF/2021,21J (Delta),1.26
BHR/21250210515_S38_L001/2021,21I (Delta),1.19
BHR/21921657429_S21_L001/2021,21I (Delta),1.08
BHR/21090028275_S72_L001/2021,21I (Delta),1.13
BHR/21090028983_S11_L001/2021,21I (Delta),1.12
BHR/21342662387_S83_L001/2021,21I (Delta),1.13
Switzerland/TI-EOC-26275500/2021,21J (Delta),1.2
Switzerland/VD-ETHZ-34386819/2021,21J (Delta),1.2
DJI/NAMRU3_E286/2021,21J (Delta),1.23
BHR/21921669961_S65_L001/2021,21J (Delta),1.15
BHR/21921669235_S48_L001/2021,21J (Delta),1.15
BHR/21921679111_S94_L001/2021,21J (Delta),1.28
England/NEWC-20AB54E/2021,21J (Delta),1.39
COM/SS3791/2021,21J (Delta),1.29
Switzerland/ZG-ETHZ-671926/2021,21J (Delta),1.15
SYC/SS3923/2021,21J (Delta),1.17
BHR/21921666127_S57_L001/2021,21J (Delta),1.21
KEN/SS3733/2021,21J (Delta),1.28
COM/SS3803/2021,21J (Delta),1.25
KEN/SS3734/2021,21J (Delta),1.15
Switzerland/SO-ETHZ-34388016/2021,21J (Delta),1.16
BHR/21921665874_S52_L001/2021,21J (Delta),1.23
KEN/SS4110/2021,21J (Delta),1.18
England/NEWC-20B85D5/2021,21J (Delta),1.32
OV105086,21J (Delta),1.15
DJI/NAMRU3_E709/2021,21J (Delta),1.23
PAK/244252/2021,21J (Delta),1.26
DJI/NAMRU3_E272/2021,21J (Delta),1.22
SYC/SS3924/2021,21J (Delta),1.26
England/ALDP-20D9DA9/2021,21J (Delta),1.25
OV110001,21J (Delta),1.19
DJI/NAMRU3_E293/2021,21J (Delta),1.23
DJI/NAMRU3_E287/2021,21J (Delta),1.23
Switzerland/VD-ETHZ-34401589/2021,21J (Delta),1.13
USA/KY-CDC-LC0330850/2021,21J (Delta),1.19
USA/NH-CDC-ASC210345133/2021,21J (Delta),1.12
OU963972,21J (Delta),1.16
SYC/SS3926/2021,21J (Delta),1.2
SYC/SS3927/2021,21J (Delta),1.23
USA/RI-CDC-ASC210357339/2021,21J (Delta),1.15
USA/MS-CDC-QDX29691294/2021,21J (Delta),1.2
USA/ID-CDC-ASC210344176/2021,21J (Delta),1.15
USA/UT-CDC-LC0345889/2021,21J (Delta),1.2
KEN/SS4113/2021,21J (Delta),1.18
KEN/SS3732/2021,21J (Delta),1.2
OV018489,21J (Delta),1.19
OV035362,21J (Delta),1.16
DJI/NAMRU3_E775/2021,21J (Delta),1.23
DJI/NAMRU3_IT001/2021,21J (Delta),1.23
USA/AR-UMGC-19930/2021,21J (Delta),1.23
SYC/SS3937/2021,21J (Delta),1.16
SYC/SS3939/2021,21J (Delta),1.19
SYC/SS3935/2021,21J (Delta),1.23
KEN/SS4120/2021,21J (Delta),1.18
OV020653,21J (Delta),1.22
England/MILK-2761862/2021,21J (Delta),1.35
England/MILK-274F23F/2021,21J (Delta),1.25
OV037788,21J (Delta),1.22
OV012275,21J (Delta),1.19
BHR/21342675135/2021,21J (Delta),1.15
Liechtenstein/FL-Risch-21A2100623/2021,21J (Delta),1.16
USA/WV-CDC-ASC210362245/2021,21J (Delta),0.51
DJI/NAMRU3_E933/2021,21J (Delta),1.21
DJI/NAMRU3_E932/2021,21J (Delta),1.21
SYC/SS3942/2021,21J (Delta),1.26
SYC/SS3946/2021,21J (Delta),1.23
SYC/SS3944/2021,21J (Delta),1.23
USA/AL-CDC-ASC210361389/2021,21J (Delta),1.03
SYC/SS3940/2021,21J (Delta),1.2
KEN/SS3725/2021,21J (Delta),1.2
OV007706,21J (Delta),1.36
DJI/NAMRU3_IT002/2021,21J (Delta),1.23
BHR/21921709135/2021,21J (Delta),1.21
BHR/21921709403/2021,21J (Delta),1.15
OV021065,21J (Delta),1.19
OV020960,21J (Delta),1.23
USA/NE-CDC-ASC210363468/2021,21J (Delta),0.96
BHR/21921706771/2021,21J (Delta),1.21
USA/WA-CDC-UW21101491361/2021,21J (Delta),1.17
SYC/SS3949/2021,21J (Delta),1.18
BHR/21921708947/2021,21J (Delta),1.2
USA/CA-CDC-FG-150493/2021,21J (Delta),1.17
OV092260,21J (Delta),1.22
OV012781,21J (Delta),1.28
England/MILK-276B67D/2021,21J (Delta),1.25
USA/PR-CDC-ASC210462944/2021,21I (Delta),1.13
USA/AZ-CDC-ASC210463355/2021,21I (Delta),1.12
USA/HI-CDCBI-Capture_3KSAWZ7JJVCIHF64/2021,21J (Delta),1.25
DJI/NAMRU3_IT003/2021,21J (Delta),1.22
KEN/SS3728/2021,21J (Delta),1.36
BHR/21921714700/2021,21J (Delta),1.18
BHR/21921715307/2021,21J (Delta),1.31
USA/CT-CDC-QDX30085048/2021,21J (Delta),1.22
SYC/SS3953/2021,21J (Delta),1.23
SYC/SS3951/2021,21J (Delta),1.2
JAM/JPL1606831/2021,21J (Delta),1.34
Switzerland/TG-ETHZ-672037/2021,21J (Delta),1.15
USA/RI-CDC-ASC210462043/2021,21J (Delta),1.16
EGY/CCHE57357_Wave_4_123/2021,21J (Delta),1.25
EGY/CCHE57357_Wave_4_125/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_126/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_129/2021,21J (Delta),1.24
EGY/CCHE57357_Wave_4_127/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_143/2021,21J (Delta),1.11
EGY/CCHE57357_Wave_4_140/2021,21J (Delta),1.29
EGY/CCHE57357_Wave_4_141/2021,21J (Delta),1.28
DJI/NAMRU3_F760/2021,21J (Delta),1.22
USA/MN-CDC-ASC210463352/2021,21J (Delta),1.16
BHR/21510242697/2021,21J (Delta),1.19
DJI/NAMRU3_IT004/2021,21J (Delta),1.23
COM/SS3792/2021,21J (Delta),1.29
COM/SS3794/2021,21J (Delta),1.29
COM/SS3793/2021,21J (Delta),1.29
BHR/21342685363/2021,21J (Delta),1.22
Switzerland/TG-ETHZ-34448459/2021,21J (Delta),1.17
SYC/SS3958/2021,21J (Delta),1.18
SYC/SS3957/2021,21J (Delta),1.23
USA/HI-CDC-ASC210465395/2021,21J (Delta),1.21
EGY/CCHE57357_Wave_4_128/2021,21J (Delta),1.24
OV016987,21J (Delta),1.21
USA/WY-CDC-ASC210466747/2021,21J (Delta),1.16
USA/UT-CDC-LC0353417/2021,21J (Delta),1.18
Switzerland/AG-UZH-IMV-3ba53756/2021,21J (Delta),1.18
KEN/SS3724/2021,21J (Delta),1.16
England/ALDP-27965A9/2021,21J (Delta),1.3
OV092163,21J (Delta),1.19
Liechtenstein/FL-Risch-21A2100614/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_130/2021,21J (Delta),1.32
EGY/CCHE57357_Wave_4_135/2021,21J (Delta),1.22
EGY/CCHE57357_Wave_4_136/2021,21J (Delta),1.17
EGY/CCHE57357_Wave_4_131/2021,21J (Delta),1.21
DJI/NAMRU3_F397/2021,21J (Delta),1.23
USA/VT-CDCBI-CRSP_TMUPB2KQBXWUTLZK/2021,21J (Delta),1.2
DOM/1329314/2021,21J (Delta),1.23
Liechtenstein/FL-Risch-21A2100638/2021,21J (Delta),1.21
KEN/SS3864/2021,21J (Delta),1.2
OV013778,21J (Delta),1.17
USA/VA-CDC-ASC210468076/2021,21J (Delta),1.16
OU991798,21J (Delta),1.22
England/PLYM-27BD287/2021,21J (Delta),1.24
OV009684,21J (Delta),1.26
EGY/CCHE57357_Wave_4_110/2021,19A,0.37
EGY/CCHE57357_Wave_4_120/2021,21I (Delta),1.18
Liechtenstein/FL-Risch-21A2108417/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_111/2021,21J (Delta),1.2
EGY/CCHE57357_Wave_4_109/2021,21J (Delta),1.29
EGY/CCHE57357_Wave_4_105/2021,21J (Delta),1.31
EGY/CCHE57357_Wave_4_107/2021,21J (Delta),1.21
EGY/CCHE57357_Wave_4_118/2021,21J (Delta),1.2
EGY/CCHE57357_Wave_4_113/2021,21J (Delta),1.21
EGY/CCHE57357_Wave_4_114/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_116/2021,21J (Delta),1.26
EGY/CCHE57357_Wave_4_112/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_122/2021,21J (Delta),1.33
DJI/NAMRU3_F122_2/2021,21J (Delta),1.23
OV017390,21J (Delta),1.18
England/BRBR-27C4F1D/2021,21J (Delta),1.22
OV092023,21J (Delta),1.21
OV015039,21J (Delta),1.35
SYC/SS3961/2021,21J (Delta),1.23
USA/SD-CDC-IBX474855555061/2021,21J (Delta),1.16
USA/NC-CDC-LC0351012/2021,21J (Delta),1.2
EGY/CCHE57357_Wave_4_104/2021,21J (Delta),1.22
EGY/CCHE57357_Wave_4_099/2021,21J (Delta),1.26
OV014732,21J (Delta),1.18
Switzerland/VD-ETHZ-34498732/2021,21J (Delta),1.13
USA/IA-CDC-2-5097027/2021,21J (Delta),1.23
USA/TX-CDC-FG-152021/2021,21J (Delta),1.24
SYC/SS3962/2021,21J (Delta),1.23
JAM/JPL1611668/2021,21J (Delta),1.23
Switzerland/BL-ETHZ-34497796/2021,21J (Delta),1.16
KEN/SS3775/2021,21J (Delta),1.23
England/NEWC-27EE2AB/2021,21J (Delta),1.25
KEN/SS3865/2021,21A (Delta),1.06
BHR/21921740011/2021,21I (Delta),1.22
BHR/21342700375/2021,21I (Delta),1.12
EGY/CCHE57357_Wave_4_094/2021,21J (Delta),1.15
EGY/CCHE57357_Wave_4_102/2021,21J (Delta),1.22
EGY/CCHE57357_Wave_4_100/2021,21J (Delta),1.24
EGY/CCHE57357_Wave_4_092/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_101/2021,21J (Delta),1.18
EGY/CCHE57357_Wave_4_097/2021,21J (Delta),1.21
EGY/CCHE57357_Wave_4_103/2021,21J (Delta),1.26
EGY/CCHE57357_Wave_4_098/2021,21J (Delta),1.12
Switzerland/SZ-ETHZ-34501274/2021,21J (Delta),1.15
BHR/21210188078/2021,21J (Delta),1.12
BHR/21342703273/2021,21J (Delta),1.2
BHR/21342702899/2021,21J (Delta),1.19
USA/ND-CDC-ASC210476703/2021,21J (Delta),1.19
BHR/21921740990/2021,21J (Delta),1.15
USA/PA-CDC-STM-SMCB6QRQX/2021,21J (Delta),1.21
USA/OH-CDC-LC0347659/2021,21J (Delta),1.18
COM/SS3800/2021,21J (Delta),1.28
USA/WY-CDC-FG-156014/2021,21J (Delta),1.25
BHR/21342700041_S78_L001/2021,21I (Delta),1.13
BHR/21260121131_S23_L001/2021,21I (Delta),1.13
BHR/21921750296_S88_L001/2021,21I (Delta),1.13
EGY/CCHE57357_Wave_4_071/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_088/2021,21J (Delta),1.25
EGY/CCHE57357_Wave_4_086/2021,21J (Delta),1.32
EGY/CCHE57357_Wave_4_087/2021,21J (Delta),1.24
EGY/CCHE57357_Wave_4_082/2021,21J (Delta),1.21
EGY/CCHE57357_Wave_4_091/2021,21J (Delta),1.2
EGY/CCHE57357_Wave_4_089/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_090/2021,21J (Delta),1.22
EGY/CCHE57357_Wave_4_085/2021,21J (Delta),1.21
BHR/21921748934/2021,21J (Delta),1.22
BHR/21921733643_S14_L001/2021,21J (Delta),1.23
OU980899,21J (Delta),1.18
Switzerland/ZH-UHB-43128342/2021,21J (Delta),1.22
BHR/21342697159_S74_L001/2021,21J (Delta),1.19
USA/MD-MDH-5792/2021,21J (Delta),1.17
USA/ND-CDC-2-5173545/2021,21J (Delta),1.2
USA/MA-CDCBI-CRSP_CPTFICZID4MT4Q3M/2021,21J (Delta),1.19
BHR/21000181863/2021,21J (Delta),1.2
BHR/21921733180_S37_L001/2021,21J (Delta),1.16
USA/PA-CDC-ASC210490820/2021,21J (Delta),1.23
SYC/SS3966/2021,21J (Delta),1.29
KEN/SS4006/2021,21J (Delta),1.02
England/QEUH-282FFA6/2021,21J (Delta),1.32
England/MILK-280AEFF/2021,21J (Delta),1.26
OV113820,21J (Delta),1.23
OV010995,21I (Delta),1.11
Liechtenstein/FL-Risch-21A2713045/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_073/2021,21J (Delta),1.22
EGY/CCHE57357_Wave_4_072/2021,21J (Delta),1.25
EGY/CCHE57357_Wave_4_075/2021,21J (Delta),1.19
EGY/CCHE57357_Wave_4_074/2021,21J (Delta),1.25
EGY/CCHE57357_Wave_4_077/2021,21J (Delta),1.23
EGY/CCHE57357_Wave_4_078/2021,21J (Delta),1.18
EGY/CCHE57357_Wave_4_076/2021,21J (Delta),0.8
EGY/CCHE57357_Wave_4_081/2021,21J (Delta),1.23
OU998919,21J (Delta),1.22
PAK/251491/2021,21J (Delta),1.26
OV008765,21J (Delta),1.2
OV004842,21J (Delta),1.21
USA/FL-CDC-STM-2MSSZYFN4/2021,21J (Delta),1.2
BHR/21921761540/2021,21J (Delta),1.12
BHR/21921767074/2021,21J (Delta),1.16
COM/SS3796/2021,21J (Delta),1.26
USA/WV-CDC-ASC210494190/2021,21J (Delta),1.27
BHR/21921767182/2021,21J (Delta),1.14
COM/SS3801/2021,21J (Delta),1.28
USA/CO-CDC-MMB11237490/2021,21J (Delta),1.2
BHR/21921764949/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B1003292/2021,21J (Delta),1.29
OV109228,21J (Delta),1.17
USA/SC-CDC-QDX30410349/2021,21J (Delta),1.26
BHR/21921776026/2021,21J (Delta),1.12
Liechtenstein/FL-Risch-21A2713050/2021,21J (Delta),1.21
OV109518,21J (Delta),1.21
Switzerland/BL-ETHZ-34537828/2021,21J (Delta),1.19
USA/WI-CDC-ASC210496576/2021,21J (Delta),1.15
USA/LA-CDC-ASC210495668/2021,21J (Delta),1.22
OV117466,21J (Delta),1.17
KEN/SS4133/2021,21J (Delta),1.3
OV112469,21J (Delta),1.22
OV109523,21J (Delta),1.22
Liechtenstein/FL-Risch-21A2713059/2021,21J (Delta),1.25
KEN/SS4136/2021,21A (Delta),1.11
OV078062,21I (Delta),1.12
USA/CA-CDC-LC0355483/2021,21I (Delta),1.25
BHR/21921774259/2021,21I (Delta),1.18
BHR/21921790335_S59_L001/2021,21I (Delta),1.12
BHR/21921738940_S88_L001/2021,21I (Delta),1.12
BHR/21921784554_S40_L001/2021,21I (Delta),1.13
BHR/21921796166_S67_L001/2021,21I (Delta),1.13
OV077985,21J (Delta),1.14
BHR/21921780250_S28_L001/2021,21J (Delta),1.18
BHR/21921781962_S36_L001/2021,21J (Delta),1.16
OV265162,21J (Delta),1.18
BHR/21921787634_S53_L001/2021,21J (Delta),1.15
BHR/21280338416_S76_L001/2021,21J (Delta),1.15
BHR/21921794282_S82_L001/2021,21J (Delta),1.15
BHR/21921795555_S64_L001/2021,21J (Delta),1.15
BHR/21921782832_S37_L001/2021,21J (Delta),1.18
BHR/21921779480_S21_L001/2021,21J (Delta),1.2
USA/CT-CDC-QDX30455391/2021,21J (Delta),1.2
USA/ID-CDC-ASC210498226/2021,21J (Delta),1.15
BHR/21921793981_S84_L001/2021,21J (Delta),1.2
BHR/21921803456_S72_L001/2021,21J (Delta),1.2
COM/SS3797/2021,21J (Delta),1.29
USA/MI-CDC-ATM-T4Y3HY3NZ/2021,21J (Delta),1.21
KEN/SS3870/2021,21J (Delta),1.2
AUT/SKV-270/2021,21J (Delta),1.16
OV077690,21J (Delta),1.15
OV112452,21J (Delta),1.15
SYC/SS3976/2021,21J (Delta),1.21
USA/MN-CDC-IBX723750281702/2021,21J (Delta),1.23
USA/LA-CDC-QDX30609876/2021,21J (Delta),1.19
Switzerland/GE-HUG-35841476/2021,21J (Delta),1.2
OV116549,21J (Delta),1.16
USA/AK-PHL14787/2021,21J (Delta),1.25
KEN/SS4135/2021,21J (Delta),1.19
England/ALDP-28AEE0C/2021,21J (Delta),1.32
England/MILK-286B4FA/2021,21J (Delta),1.27
